id	magnitude	location	date	time	latitude	longitude
nn:00802787	1.8	52 km ESE of Beatty, Nevada	2021-03-17	11:39:28	36.6513	-116.2702
uw:61718481	1.8	8 km WSW of Chelan Falls, Washington	2021-03-17	11:36:27	47.7733333333333	-120.086166666667
ci:39582183	0.9	24km N of Searles Valley, CA	2021-03-17	11:23:20	35.9841667	-117.438
ak:0213hvh90r	1.1	56 km NW of Rampart, Alaska	2021-03-17	11:14:49	65.902	-150.9303
hv:72386817	1.7	2 km ESE of Pāhala, Hawaii	2021-03-17	11:06:39	19.19	-155.456333333333
nc:73538395	0.9	8km WNW of Cobb, CA	2021-03-17	11:03:11	38.8414993	-122.817337
ci:39582175	0.6	9km NE of Aguanga, CA	2021-03-17	10:57:32	33.492	-116.7921667
pr:2021076005	2.8	5 km WSW of Guánica, Puerto Rico	2021-03-17	10:56:53	17.9478	-66.9495
nc:73538390	0.3	15km WSW of Toms Place, CA	2021-03-17	10:53:34	37.5258333	-118.8431667
hv:72386802	0.8	26 km E of Honaunau	2021-03-17	10:47:23	19.4381666666667	-155.610666666667
ci:39582167	1.3	26km SSW of Ocotillo Wells, CA	2021-03-17	10:46:18	32.9438333	-116.2703333
hv:72386797	0.7	27 km E of Honaunau	2021-03-17	10:44:24	19.4226666666667	-155.608333333333
ak:0213hv1lkl	1.4	30 km WNW of Valdez, Alaska	2021-03-17	10:41:47	61.2701	-146.8396
hv:72386792	1.1	24 km E of Honaunau	2021-03-17	10:38:21	19.4153333333333	-155.633333333333
hv:72386787	0.8	26 km E of Honaunau	2021-03-17	10:37:19	19.4373333333333	-155.6165
ak:0213hv0g52	1.8	138 km NW of Yakutat, Alaska	2021-03-17	10:36:10	60.277	-141.732
ak:0213hv0fl7	2.2	62 km S of Cantwell, Alaska	2021-03-17	10:36:03	62.8329	-148.9024
ak:0213hv09go	3.5	91 km W of Elfin Cove, Alaska	2021-03-17	10:35:24	58.2294	-137.8969
hv:72386782	2.0	10 km ENE of Pāhala, Hawaii	2021-03-17	10:34:23	19.2276668548584	-155.379501342773
mb:80492014	1.7	16 km WNW of Stanley, Idaho	2021-03-17	10:33:49	44.2931667	-115.1121667
nc:73538385	0.7	3km NNW of The Geysers, CA	2021-03-17	10:32:08	38.8056679	-122.7723312
hv:72386777	3.2	3 km S of Pāhala, Hawaii	2021-03-17	10:25:19	19.172	-155.475166666667
hv:72386772	0.7	26 km E of Honaunau	2021-03-17	10:25:07	19.4198333333333	-155.613
us:7000dk6e	4.6	174 km S of Ust’	2021-03-17	10:24:59	54.6769	162.8835
ci:39582159	0.8	12km NE of Julian, CA	2021-03-17	10:18:55	33.152	-116.5036667
pr:2021076004	3.1	8 km S of Indios, Puerto Rico	2021-03-17	10:17:35	17.9181	-66.8078
nc:73538380	0.9	8km NW of The Geysers, CA	2021-03-17	10:15:39	38.8303337	-122.814003
us:7000dk6a	4.7	3 km WSW of Buliwao, Philippines	2021-03-17	09:58:54	16.47	121.1987
ci:39582151	1.0	22km E of Little Lake, CA	2021-03-17	09:52:05	35.9608333	-117.6616667
us:7000dk62	4.6	144 km S of Ust’	2021-03-17	09:49:28	54.94	162.7295
nn:00802785	1.2	28 km ENE of Schurz, Nevada	2021-03-17	09:45:49	39.09	-118.5405
hv:72386747	2.3	14 km WNW of Kailua	2021-03-17	09:44:28	19.6688333333333	-156.138833333333
ak:0213huglm0	1.5	4 km W of Glennallen, Alaska	2021-03-17	09:43:50	62.1082	-145.6389
ci:39582143	1.0	4km NNW of Fontana, CA	2021-03-17	09:42:38	34.1263333	-117.479
ak:0213hudxtk	1.8	25 km ESE of Skwentna, Alaska	2021-03-17	09:31:08	61.9183	-150.9432
nn:00802784	0.8	23 km SSE of Mina, Nevada	2021-03-17	09:30:56	38.1878	-118.05
ak:0213hudd5i	1.1	47 km W of Anchor Point, Alaska	2021-03-17	09:28:40	59.8055	-152.6805
ak:0213hudd0m	1.1	24 km WNW of Minto, Alaska	2021-03-17	09:28:38	65.2475	-149.8309
ak:0213hud6p8	1.5	47 km WSW of Cantwell, Alaska	2021-03-17	09:27:57	63.2	-149.7877
ak:0213hubolj	2.0	15 km WNW of Womens Bay, Alaska	2021-03-17	09:20:55	57.7104	-152.9303
ak:0213huabfy	2.1	73 km N of Aleneva, Alaska	2021-03-17	09:14:18	58.721	-153.0358
hv:72386717	1.3	4 km SSW of Volcano, Hawaii	2021-03-17	09:14:11	19.4028333333333	-155.251166666667
ci:39582135	0.8	12km SSW of Searles Valley, CA	2021-03-17	09:12:11	35.6673333	-117.4646667
nc:73538370	0.9	8km W of Cobb, CA	2021-03-17	09:03:11	38.8334999	-122.8081665
ak:0213hty6m2	1.3	69 km WNW of Nikiski, Alaska	2021-03-17	08:57:57	60.8938	-152.4871
ci:39582127	1.2	4km N of Fontana, CA	2021-03-17	08:53:02	34.1355	-117.4603333
nc:73538365	1.9	24km ENE of San Lucas, CA	2021-03-17	08:39:28	36.2103348	-120.7764969
ci:39582119	0.6	14km ENE of Ridgecrest, CA	2021-03-17	08:33:35	35.6553333	-117.5228333
nc:73538355	1.7	17km SSE of Tres Pinos, CA	2021-03-17	08:31:38	36.6481667	-121.260498
us:7000dk52	5.0	70 km ENE of Namie, Japan	2021-03-17	08:28:49	37.6751	141.7627
hv:72386657	2.7	10 km E of Pāhala, Hawaii	2021-03-17	08:14:51	19.218334197998	-155.379165649414
nn:00802783	1.1	33 km NNE of Benton, California	2021-03-17	08:14:10	38.1145	-118.395
nn:00802782	1.2	35 km N of Benton, California	2021-03-17	08:08:37	38.1413	-118.4397
hv:72386652	2.0	3 km ESE of Pāhala, Hawaii	2021-03-17	08:08:18	19.1900005340576	-155.452667236328
nc:73538350	1.4	16km NW of Pinnacles, CA	2021-03-17	08:05:42	36.6308327	-121.2689972
ak:0213htlxab	1.2	25 km W of Happy Valley, Alaska	2021-03-17	08:00:37	59.9922	-152.1884
ak:0213htd3fr	1.0	13 km NNW of Anderson, Alaska	2021-03-17	07:59:18	64.4622	-149.2794
ci:39582111	0.5	24km ESE of Little Lake, CA	2021-03-17	07:57:34	35.8575	-117.6626667
pr:2021076003	2.6	8 km S of Indios, Puerto Rico	2021-03-17	07:47:28	17.9215	-66.8156
tx:2021fhps	1.7	29 km NW of Toyah, Texas	2021-03-17	07:33:58	31.51032972	-104.006792
ak:0213ht6xu7	1.5	20 km SW of North Pole, Alaska	2021-03-17	07:30:46	64.6195	-147.6567
ak:0213ht6ixa	1.4	34 km ENE of Ferry, Alaska	2021-03-17	07:28:53	64.0881	-148.42
nc:73538345	0.9	9km WNW of Cobb, CA	2021-03-17	07:26:05	38.8400002	-122.8205032
mb:80492009	2.1	25 km NE of Stanley, Idaho	2021-03-17	07:18:46	44.3953333	-114.7421667
tx:2021fhpc	2.3	30 km NW of Toyah, Texas	2021-03-17	07:16:43	31.51766059	-104.0132759
nc:73538340	0.8	6km NW of The Geysers, CA	2021-03-17	07:07:15	38.8175011	-122.8081665
ci:39582095	0.8	1km E of Diamond Bar, CA	2021-03-17	06:56:42	34.0271667	-117.8011667
nc:73538335	0.4	7km NW of The Geysers, CA	2021-03-17	06:55:14	38.8208351	-122.8099976
nc:73538330	1.2	6km NW of The Geysers, CA	2021-03-17	06:54:20	38.8186684	-122.8085022
tx:2021fhoi	2.8	32 km SW of Coyanosa, Texas	2021-03-17	06:51:59	31.06187186	-103.3275897
hv:72386567	2.3	3 km S of Pāhala, Hawaii	2021-03-17	06:44:19	19.1711673736572	-155.479507446289
nn:00802778	1.1	26 km S of Mina, Nevada	2021-03-17	06:35:08	38.1508	-118.0695
us:7000dk4f	4.5	44 km N of Huocheng, China	2021-03-17	06:27:17	44.4511	80.9258
ci:39582079	0.8	4km N of Fontana, CA	2021-03-17	06:11:32	34.1335	-117.4561667
nn:00802775	1.3	27 km SSE of Mina, Nevada	2021-03-17	06:08:19	38.1647	-117.9725
nc:73538320	2.0	4km N of Pinnacles, CA	2021-03-17	06:01:07	36.5673332	-121.1448364
mb:80492034	0.4	Western Montana	2021-03-17	06:00:42	45.7175	-111.6008333
ci:39582063	1.4	2km NNE of Loma Linda, CA	2021-03-17	05:26:48	34.0651665	-117.2568359
ci:39582055	1.8	11km ENE of Ridgecrest, CA	2021-03-17	05:25:10	35.6606667	-117.5641667
hv:72386522	2.0	10 km ENE of Pāhala, Hawaii	2021-03-17	05:19:12	19.2418327331543	-155.392333984375
nn:00802773	1.4	32 km SE of Mina, Nevada	2021-03-17	05:17:22	38.1617	-117.8852
nn:00802769	1.4	27 km SSE of Mina, Nevada	2021-03-17	05:07:38	38.1682	-117.9662
tx:2021fhkn	1.8	62 km S of Whites City, New Mexico	2021-03-17	04:56:17	31.62018765	-104.4810366
tx:2021fhke	1.8	30 km NW of Toyah, Texas	2021-03-17	04:46:18	31.51399332	-104.0105712
nn:00802767	2.1	33 km SE of Mina, Nevada	2021-03-17	04:42:27	38.1511	-117.8749
tx:2021fhjx	1.9	52 km NW of Toyah, Texas	2021-03-17	04:38:07	31.58302659	-104.2494156
us:7000dk3x	4.5	Greenland Sea	2021-03-17	04:33:39	79.508	2.817
pr:2021076002	2.3	5 km SW of Tallaboa, Puerto Rico	2021-03-17	04:27:31	17.9603	-66.7505
ci:39582031	0.1	12km SW of Cathedral City, CA	2021-03-17	04:24:46	33.7043333	-116.5621667
tx:2021fhjh	4.5	57 km S of Whites City, New Mexico	2021-03-17	04:19:28	31.65433164	-104.3573154
ci:39582023	1.2	23km N of Searles Valley, CA	2021-03-17	04:05:06	35.9715	-117.4028333
tx:2021fhig	2.0	30 km NW of Toyah, Texas	2021-03-17	03:48:08	31.5139952	-104.0100338
hv:72386442	2.2	6 km ENE of Pāhala, Hawaii	2021-03-17	03:46:06	19.2280006408691	-155.420669555664
ci:39581999	0.7	9km N of Cabazon, CA	2021-03-17	03:32:46	33.9975	-116.79
ak:0213hqr9m8	1.7	62 km E of Pedro Bay, Alaska	2021-03-17	03:21:46	59.8267	-153.0038
us:7000dk3l	4.5	156 km SSE of Ust’	2021-03-17	03:16:34	54.9048	163.3101
nc:73538290	0.7	7km NW of The Geysers, CA	2021-03-17	03:09:20	38.8263321	-122.8059998
mb:80491999	1.8	20 km WNW of Stanley, Idaho	2021-03-17	03:09:11	44.3075	-115.16
ak:0213hqb58l	1.2	28 km NNE of Four Mile Road, Alaska	2021-03-17	02:46:20	64.8532	-148.9938
nn:00802764	1.3	25 km S of Mina, Nevada	2021-03-17	02:38:20	38.1667	-118.0745
ak:0213hq9eow	1.6	33 km ENE of Ruby, Alaska	2021-03-17	02:38:09	64.8377	-154.8138
nn:00802763	0.6	14 km NNW of Indian Springs, Nevada	2021-03-17	02:37:29	36.6936	-115.7198
ci:39581983	0.9	18km ESE of Anza, CA	2021-03-17	02:31:17	33.4756667	-116.5043333
tx:2021fhfp	1.6	57 km WNW of Toyah, Texas	2021-03-17	02:27:34	31.60117257	-104.2925818
nn:00802760	1.2	26 km SSE of Mina, Nevada	2021-03-17	02:18:24	38.1723	-117.9729
hv:72386327	1.9	5 km SSE of Pāhala, Hawaii	2021-03-17	02:16:55	19.1580009460449	-155.458831787109
nc:73538270	1.0	7km NW of The Geysers, CA	2021-03-17	02:15:13	38.8253326	-122.807663
us:7000dk35	4.4	Fiji region	2021-03-17	02:05:38	-18.319	-177.7553
nc:73538265	1.8	8km ENE of Gilroy, CA	2021-03-17	02:04:59	37.0255013	-121.4794998
nc:73538260	1.9	10km ESE of Willits, CA	2021-03-17	02:02:46	39.3623352	-123.2638321
mb:80491994	2.2	7 km WNW of Smiths Ferry, Idaho	2021-03-17	01:59:46	44.3155	-116.1815
hv:72386322	1.9	30 km E of Honaunau	2021-03-17	01:57:00	19.4764995574951	-155.575836181641
pr:2021076001	2.6	3 km SW of Indios, Puerto Rico	2021-03-17	01:54:19	17.9776	-66.8423
mb:80492039	0.7	14 km ESE of Lincoln, Montana	2021-03-17	01:35:02	46.9041667	-112.5115
nc:73538250	0.9	8km WNW of Cobb, CA	2021-03-17	01:32:22	38.8395004	-122.8111649
uu:60429462	1.2	4 km NNW of West Valley City, Utah	2021-03-17	01:31:28	40.7278333	-112.0323333
pr:2021076000	3.4	74 km NE of Punta Cana, Dominican Republic	2021-03-17	01:29:40	19.0541	-67.8953
tx:2021fhdr	1.8	53 km NW of Toyah, Texas	2021-03-17	01:29:28	31.58759929	-104.2537519
nc:73538245	0.9	10km NW of The Geysers, CA	2021-03-17	01:10:26	38.8419991	-122.8398361
ak:0213hphqun	1.1	26 km NNE of Four Mile Road, Alaska	2021-03-17	01:09:03	64.8316	-149.0064
nc:73538240	0.9	6km WNW of Cobb, CA	2021-03-17	01:02:12	38.8351669	-122.7904968
nc:73538235	0.5	6km WNW of Cobb, CA	2021-03-17	01:01:27	38.8390007	-122.7896652
us:7000dk2h	5.2	66 km W of Panguna, Papua New Guinea	2021-03-17	00:57:22	-6.3376	154.8824
nc:73538230	1.9	14km E of Tres Pinos, CA	2021-03-17	00:56:17	36.7750015	-121.1601639
tx:2021fhcn	1.9	52 km NW of Toyah, Texas	2021-03-17	00:54:11	31.58394574	-104.2494224
tx:2021fhcg	2.1	53 km NW of Toyah, Texas	2021-03-17	00:45:53	31.59775019	-104.246297
nn:00802757	1.5	26 km SSE of Mina, Nevada	2021-03-17	00:40:33	38.1747	-117.9721
hv:72386232	1.7	3 km ESE of Pāhala, Hawaii	2021-03-17	00:31:40	19.1865	-155.449166666667
hv:72386222	0.7	30 km E of Honaunau	2021-03-17	00:21:27	19.5076666666667	-155.5835
hv:72386217	0.6	30 km E of Honaunau	2021-03-17	00:19:18	19.4648333333333	-155.575333333333
us:7000dk24	4.4	124 km S of Ust’	2021-03-17	00:14:53	55.1247	162.8267
us:7000dk22	5.7	West Chile Rise	2021-03-17	00:12:49	-40.7195	-85.3034
nc:73538225	0.4	8km W of Cobb, CA	2021-03-17	00:11:38	38.8364983	-122.8184967
ci:39581951	1.2	4km N of Fontana, CA	2021-03-17	00:05:01	34.1368333	-117.4553333
us:7000dk21	5.6	Carlsberg Ridge	2021-03-17	00:04:58	-1.8138	69.1644
hv:72386177	1.1	28 km E of Honaunau	2021-03-17	00:02:04	19.4768333333333	-155.597333333333
hv:72386172	0.7	28 km E of Honaunau	2021-03-17	00:02:03	19.4708333333333	-155.598333333333
us:7000dk20	4.4	161 km S of Ust’	2021-03-17	00:01:27	54.8013	162.9085
hv:72386162	1.0	18 km N of Pāhala, Hawaii	2021-03-16	23:55:46	19.3688333333333	-155.508666666667
uu:60429457	1.0	13 km E of Hebgen Lake Estates, Montana	2021-03-16	23:50:25	44.7806667	-111.0245
ak:0213gf8wsz	3.1	264 km SE of Chiniak, Alaska	2021-03-16	23:42:03	56.3186	-148.6417
hv:72386127	2.1	Island of Hawaii, Hawaii	2021-03-16	23:31:30	19.1981658935547	-155.432327270508
ci:39581927	1.7	21km ESE of Julian, CA	2021-03-16	23:31:15	32.989	-116.4036667
tx:2021fgzt	2.0	10 km NE of Hermleigh, Texas	2021-03-16	23:30:54	32.71453857	-100.6894293
hv:72386112	1.0	24 km WNW of Volcano, Hawaii	2021-03-16	23:28:32	19.5071666666667	-155.453333333333
ci:39581919	1.4	5km NW of Boron, CA	2021-03-16	23:25:00	35.0348333	-117.6866667
mb:80491989	1.6	17 km WNW of Stanley, Idaho	2021-03-16	23:22:57	44.2886667	-115.129
ak:0213gf3ika	1.5	9 km ENE of Fox, Alaska	2021-03-16	23:16:40	64.9942	-147.441
ci:39581911	1.0	8km SW of Idyllwild, CA	2021-03-16	23:10:35	33.6965	-116.782
hv:72386092	2.3	4 km E of Pāhala, Hawaii	2021-03-16	23:08:41	19.2038326263428	-155.438003540039
mb:80491984	1.8	26 km NE of Stanley, Idaho	2021-03-16	22:48:14	44.3968333	-114.7211667
ak:0213gekssf	1.4	140 km WNW of Yakutat, Alaska	2021-03-16	22:29:10	60.2311	-141.8368
nc:73538200	2.5	30km WNW of Petrolia, CA	2021-03-16	22:26:54	40.4051666	-124.6210022
ak:0213gejztn	1.2	7 km SSE of Big Lake, Alaska	2021-03-16	22:25:33	61.466	-149.8923
ak:0213gej2iq	2.1	70 km NW of Aleneva, Alaska	2021-03-16	22:21:03	58.5854	-153.5942
hv:72386072	0.6	25 km NW of Pāhala, Hawaii	2021-03-16	22:15:57	19.3926666666667	-155.617833333333
ci:39581839	1.2	17km E of Ocotillo Wells, CA	2021-03-16	22:08:50	33.1321667	-115.9528333
ak:0213gefiem	2.7	23 km NNE of Four Mile Road, Alaska	2021-03-16	22:04:41	64.8019	-148.977
ak:0213gefiat	2.0	32 km WNW of Tatitlek, Alaska	2021-03-16	22:04:40	61.0129	-147.1954
ak:0213geeztw	1.7	103 km W of Skwentna, Alaska	2021-03-16	22:02:02	61.9616	-153.375
ak:0213geeu96	2.1	11 km SSW of Ester, Alaska	2021-03-16	22:01:33	64.7551	-148.1373
ak:0213geetxv	2.4	22 km NNW of Four Mile Road, Alaska	2021-03-16	22:01:24	64.795	-149.2597
us:7000dk0m	4.8	291 km ENE of Kuril’sk, Russia	2021-03-16	21:59:27	46.2223	151.339
hv:72386052	1.5	9 km E of Pāhala, Hawaii	2021-03-16	21:58:15	19.2175	-155.3865
uw:61718406	1.2	3 km WSW of Kapowsin, Washington	2021-03-16	21:53:45	46.9711666666667	-122.266333333333
hv:72386027	1.9	3 km ESE of Pāhala, Hawaii	2021-03-16	21:37:30	19.1906661987305	-155.445495605469
tx:2021fgvy	3.1	57 km S of Whites City, New Mexico	2021-03-16	21:34:19	31.65796815	-104.3638053
nc:73538185	0.4	6km NW of The Geysers, CA	2021-03-16	21:29:23	38.8226662	-122.803833
mb:80491969	1.9	19 km WNW of Stanley, Idaho	2021-03-16	21:25:10	44.3083333	-115.1405
ak:0213gdx7fd	1.9	70 km SE of Denali National Park, Alaska	2021-03-16	21:19:00	63.1745	-150.5701
us:7000dk0d	2.5	3 km NE of Eastborough, Kansas	2021-03-16	21:17:22	37.7083	-97.2296
us:7000dk0f	4.8	Fiji region	2021-03-16	21:16:57	-21.7516	-179.3472
mb:80491964	2.1	16 km WNW of Stanley, Idaho	2021-03-16	21:16:19	44.2953333	-115.109
nc:73538180	0.5	18km WSW of Toms Place, CA	2021-03-16	21:13:27	37.4811667	-118.8556667
ak:0213gdvxtg	1.5	59 km SE of Cantwell, Alaska	2021-03-16	21:13:10	62.957	-148.2593
hv:72386002	0.8	27 km E of Honaunau	2021-03-16	21:12:50	19.4571666666667	-155.598333333333
hv:72385992	1.8	3 km ESE of Pāhala, Hawaii	2021-03-16	21:06:34	19.187	-155.452666666667
nn:00802754	1.9	23 km SSW of Sandy Valley, Nevada	2021-03-16	21:04:47	35.6204	-115.7266
nn:00802753	1.6	35 km ENE of Gabbs, Nevada	2021-03-16	21:02:27	39.0125	-117.559
tx:2021fguo	1.9	30 km NW of Toyah, Texas	2021-03-16	20:53:41	31.51858353	-104.0122056
ak:0213gdfp2v	2.2	67 km W of Karluk, Alaska	2021-03-16	20:37:31	57.6085	-155.5731
mb:80491954	3.1	17 km WNW of Stanley, Idaho	2021-03-16	20:30:59	44.2903333	-115.1363333
pr:2021075007	3.2	6 km SE of Tallaboa, Puerto Rico	2021-03-16	20:22:45	17.9498	-66.6843
uu:60025439	1.0	18 km ESE of West Yellowstone, Montana	2021-03-16	20:17:43	44.624	-110.8758333
uu:60429432	0.9	17 km ESE of West Yellowstone, Montana	2021-03-16	20:17:35	44.582	-110.908
nc:73538160	1.2	3km SSE of San Ardo, CA	2021-03-16	20:09:54	35.9968338	-120.8863297
ok:2021fgta	1.5	7 km ENE of Nescatunga, Oklahoma	2021-03-16	20:06:03	36.767	-98.07033333
uu:60429422	1.0	6 km NE of Magna, Utah	2021-03-16	19:58:57	40.751	-112.0525
nc:73538150	1.4	11km NNW of Avenal, CA	2021-03-16	19:56:28	36.0973333	-120.1696667
us:7000djzg	5.4	163 km SSE of Ust’	2021-03-16	19:51:27	54.7949	163.0443
us:7000djzi	4.3	158 km SSE of Ust’	2021-03-16	19:50:26	54.8661	163.1909
us:7000djze	4.4	12 km W of San Martín de los Andes, Argentina	2021-03-16	19:39:07	-40.1364	-71.4989
ak:0213gctf3t	1.3	40 km ENE of Pedro Bay, Alaska	2021-03-16	19:33:38	59.9098	-153.4317
ci:39581775	1.7	3km SW of San Marcos, CA	2021-03-16	19:33:36	33.1253333	-117.1851667
ci:39581767	1.6	2km NNE of Colton, CA	2021-03-16	19:29:52	34.09	-117.3018333
us:7000djzj	4.6	185 km SSE of Ust’	2021-03-16	19:27:46	54.6349	163.3279
ci:39581759	1.7	2km NNE of Colton, CA	2021-03-16	19:27:28	34.0895	-117.3033333
ci:39581751	1.2	4km ESE of Coto De Caza, CA	2021-03-16	19:26:24	33.584	-117.5473333
us:7000djzb	5.0	144 km S of Ust’	2021-03-16	19:22:20	54.9592	162.9277
nc:73538140	0.6	14km WSW of Toms Place, CA	2021-03-16	19:17:21	37.524	-118.8316667
